,# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
8414,M_3Mk2nMydQ,30.0,40.0,/m/0d31p,1,Vacuum cleaner
8415,M_DVTqmMne0,60.0,70.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qwf61,/m/0dbvp",5,"Bird|Bird vocalization, bird call, bird song|Fowl|Honk|Goose"
8416,M_UVzDEtBeM,40.0,50.0,"/m/039jq,/m/09x0r",2,Glass|Speech
8417,M_cvdHZ-llI,30.0,40.0,"/m/04k94,/m/0dv3j",2,Liquid|Boiling
8418,M_s-49rNCdw,50.0,60.0,"/m/015lz1,/m/04rlf,/m/07s8j8t,/m/07sr1lc",4,Singing|Music|Roll|Yell
8419,Ma0Ye2xMqXA,30.0,40.0,"/m/09x0r,/m/0dv3j",2,Speech|Boiling
8420,Ma19m133Lmk,100.0,110.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr",4,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train"
8421,MaFYz_I7aiI,30.0,40.0,"/m/02rtxlg,/m/0316dw,/m/09x0r",3,Whispering|Typing|Speech
8422,MaG2BHKuTD8,0.0,10.0,"/m/01d3sd,/m/01j3sz,/m/068hy,/m/0bt9lr,/m/0jbk",5,"Snoring|Laughter|Domestic animals, pets|Dog|Animal"
8423,MaHNl_UKEgU,0.0,10.0,"/m/03q5t,/m/05148p4",2,Harpsichord|Keyboard (musical)
8424,MaIr7iNuLeI,210.0,220.0,/m/07p78v5,1,Zing
8425,MaKRejCh2ag,30.0,40.0,"/m/02mk9,/m/07pb8fc,/t/dd00067",3,Engine|Idling|Heavy engine (low frequency)
8426,MaLZfIpWuJU,170.0,180.0,"/m/04rlf,/m/07sr1lc,/m/09x0r",3,Music|Yell|Speech
8427,MaPm9hh8xeI,50.0,60.0,"/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j",4,"Propeller, airscrew|Vehicle|Fixed-wing aircraft, airplane|Aircraft"
8428,MabLWpJ3BuE,10.0,20.0,"/m/015p6,/m/09ddx",2,Bird|Duck
8429,MardQiu-3wg,20.0,30.0,/m/07rqsjt,1,"Whoosh, swoosh, swish"
8430,MaxFDvVavpE,20.0,30.0,/m/07pbtc8,1,"Walk, footsteps"
8431,Mb-GyQEKoEc,30.0,40.0,"/m/04_sv,/m/07pb8fc,/m/07qnq_y",3,"Motorcycle|Idling|Thump, thud"
8432,MbARNkuZpDc,30.0,40.0,"/m/012f08,/m/07q2z82,/m/0fx9l",3,"Motor vehicle (road)|Accelerating, revving, vroom|Microwave oven"
8433,MbNi-DQbgJQ,70.0,80.0,/m/02l6bg,1,"Propeller, airscrew"
8434,MbPDtTzoOj4,40.0,50.0,"/m/03m5k,/m/0d8_n",2,Harp|Pizzicato
8435,MbtkL5_f6-4,0.0,10.0,"/m/01xqw,/m/02fsn,/m/0l14_3",3,Cello|Double bass|Bowed string instrument
8436,Mc9uxZ3f15E,14.0,24.0,/m/07qb_dv,1,Scratch
8437,McBsb7uCLVI,550.0,560.0,"/m/02_nn,/m/09x0r,/t/dd00125",3,"Fart|Speech|Inside, small room"
8438,McCDWYgVyps,30.0,40.0,"/m/01kcd,/m/07gql,/m/085jw",3,"Brass instrument|Trumpet|Wind instrument, woodwind instrument"
8439,McKg-kwt0VA,30.0,40.0,/m/07rbp7_,1,Whip
8440,McM8ub5JMi4,220.0,230.0,"/m/01h3n,/m/03vt0,/m/09f96,/m/0h2mp",4,"Bee, wasp, etc.|Insect|Mosquito|Fly, housefly"
8441,McbMg0DIsVE,30.0,40.0,"/m/02fxyj,/m/09x0r",2,Humming|Speech
8442,MdGJApR9jpA,160.0,170.0,"/m/07ptzwd,/m/0838f",2,Pump (liquid)|Water
8443,MdMW8swKrhs,70.0,80.0,"/m/04rlf,/m/07c52,/m/09x0r",3,Music|Television|Speech
8444,MdOxILMGChM,90.0,100.0,/m/027m70_,1,Jingle bell
8445,MdROu4LlR1E,10.0,20.0,"/m/04rlf,/m/05fw6t,/m/07qrkrw",3,Music|Music for children|Meow
8446,MdXDat0aCLo,26.0,36.0,"/m/030rvx,/m/07qjznl",2,Buzzer|Tick-tock
8447,MdYXznF3Eac,30.0,40.0,"/m/03v3yw,/m/04rlf",2,Keys jangling|Music
8448,MdlNA0sJz38,28.0,38.0,"/m/07qz6j3,/m/09x0r",2,Whimper|Speech
8449,Mdpwk2w-GSM,90.0,100.0,/m/02pjr4,1,Blender
8450,MdsuUlEP57g,30.0,40.0,/m/02mfyn,1,Car alarm
8451,MdyaMTTenQ4,370.0,380.0,"/m/07qw_06,/m/09x0r",2,"Wail, moan|Speech"
8452,MeF1xIwbNXQ,30.0,40.0,/m/0dl9sf8,1,Throat clearing
8453,MeSGPNeJKMM,220.0,230.0,"/m/04rlf,/m/07c52,/m/09x0r",3,Music|Television|Speech
8454,Med2yi5ohlc,15.0,25.0,/m/01jg02,1,"Heart sounds, heartbeat"
8455,Mel-OwQFWmo,130.0,140.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048",5,"Railroad car, train wagon|Rail transport|Train|Clickety-clack|Train wheels squealing"
8456,Mexn5JqLFpg,100.0,110.0,/m/03wvsk,1,Hair dryer
8457,Mezw0XLVHgA,220.0,230.0,"/m/068hy,/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk",5,"Domestic animals, pets|Pig|Speech|Livestock, farm animals, working animals|Animal"
8458,Mf6Ql55o7Es,30.0,40.0,"/m/015lz1,/m/01b9nn,/m/028sqc,/m/04rlf,/m/064t9,/m/06bz3",6,Singing|Reverberation|Music of Asia|Music|Pop music|Radio
8459,MfKSVJIcDK0,30.0,40.0,"/m/0342h,/m/042v_gx,/m/04rlf,/m/0fx80y,/t/dd00034",5,Guitar|Acoustic guitar|Music|Plucked string instrument|Tender music
8460,MfM2_Hkln0Y,0.0,10.0,/m/027m70_,1,Jingle bell
8461,MfX7Q0ucts8,30.0,40.0,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5",6,Bass guitar|Guitar|Music|Musical instrument|Plucked string instrument|Distortion
8462,MfavlJej70A,30.0,40.0,"/m/02zsn,/m/09x0r,/m/0gy1t2s",3,"Female speech, woman speaking|Speech|Bicycle bell"
8463,MgD5JedaXGs,20.0,30.0,"/m/05tny_,/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk",5,"Bark|Domestic animals, pets|Squeak|Dog|Animal"
8464,MgYaibd2E-Q,30.0,40.0,"/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00067",4,Engine|Idling|Vehicle|Heavy engine (low frequency)
8465,Mgd0Hsgl8gU,100.0,110.0,"/m/032s66,/m/04zjc,/m/0_1c",3,"Gunshot, gunfire|Machine gun|Artillery fire"
8466,MghyH8D_1Ro,30.0,40.0,"/m/05rj2,/m/09x0r",2,Shuffling cards|Speech
8467,Mh5jFHKyfow,500.0,510.0,/m/0l156k,1,Whistle
8468,MhKSI8ggZ7Y,30.0,40.0,"/m/04rlf,/m/07rknqz,/m/09x0r",3,Music|Skidding|Speech
8469,MhUjXrKVVwQ,0.0,9.0,/m/015jpf,1,Dial tone
8470,MhgCbObAHZg,30.0,40.0,"/m/07pdhp0,/m/09x0r",2,Biting|Speech
8471,MhtknEQfGcE,30.0,40.0,/m/07p7b8y,1,Fill (with liquid)
8472,MiQZ0dGQuIA,170.0,180.0,"/m/03qc9zr,/m/04rlf,/m/07pc8lb,/m/07qnq_y,/m/07rn7sz,/m/09x0r",6,"Screaming|Music|Breaking|Thump, thud|Shatter|Speech"
8473,Mil64QcJiQ0,270.0,280.0,/m/0b9m1,1,Harmonic
8474,MipnqUXgpOA,240.0,250.0,"/m/04rlf,/m/0790c",2,Music|Sonar
8475,Mir959i7F2M,30.0,40.0,"/m/015y_n,/m/0342h,/m/03_d0,/m/04rlf",4,Swing music|Guitar|Jazz|Music
8476,Mj51bVlY8Fg,150.0,160.0,"/m/0261r1,/m/09x0r,/t/dd00125",3,"Babbling|Speech|Inside, small room"
8477,MjRIMhqjOA0,90.0,100.0,"/m/01j3sz,/m/07pqn27,/m/09x0r",3,Laughter|Bouncing|Speech
8478,MjTuAV036yY,80.0,90.0,/m/0ngt1,1,Thunder
8479,MjgUwbwjOzQ,30.0,40.0,"/m/07pzfmf,/m/09x0r",2,Crackle|Speech
8480,Mk7AAHoTHBo,20.0,30.0,"/m/01d380,/m/07k1x,/m/0_ksk",3,Drill|Tools|Power tool
8481,MkPhe7TLLZ0,110.0,120.0,"/m/04rlf,/m/07szfh9",2,Music|Cacophony
8482,MkTQQ0m8Ys8,30.0,40.0,"/m/04rlf,/m/0b9m1",2,Music|Harmonic
8483,MkuxJmnadDw,130.0,140.0,"/m/07pl1bw,/m/083vt",2,Splinter|Wood
8484,Ml-jhHJA7s0,180.0,190.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
8485,Ml2KMRBE_L4,30.0,40.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
8486,MmOWkYClDUY,30.0,40.0,"/m/04rlf,/m/06bz3,/m/09x0r,/m/0g293",4,Music|Radio|Speech|Music of Latin America
8487,MmgJAGpHOek,190.0,200.0,/m/07r4gkf,1,Patter
8488,MnEZwnRuQR8,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
8489,MnH4tzgKXVc,30.0,40.0,/m/01j4z9,1,Chainsaw
8490,MnLVDYBkjM4,260.0,270.0,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j",4,"Aircraft engine|Vehicle|Fixed-wing aircraft, airplane|Aircraft"
8491,MnO6pJNE9zk,0.0,10.0,"/m/08p9q4,/m/09x0r",2,Sidetone|Speech
8492,MnSZAzs8BtU,25.0,35.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
8493,MnTJFRW-SVA,30.0,40.0,/m/07rbp7_,1,Whip
8494,MnbhuPo0TZc,30.0,40.0,/m/07pczhz,1,Chop
8495,Mnk6590abfY,30.0,40.0,"/m/04rlf,/m/0l156b",2,Music|Steelpan
8496,Mo0WiG_6T80,11.0,21.0,/m/0mbct,1,Gong
8497,MoG0nt_0iSw,0.0,10.0,"/m/04rlf,/m/07rjzl8,/m/09x0r",3,Music|Slam|Speech
8498,MoWCyPQTcIc,0.0,3.0,"/m/07pp8cl,/m/09x0r",2,Telephone bell ringing|Speech
8499,MocXmVbat3s,30.0,40.0,"/m/04rlf,/t/dd00004,/t/dd00006",3,Music|Female singing|Synthetic singing
8500,MosOtH1imQA,30.0,40.0,"/m/016cjb,/m/02bk07,/m/02zsn,/m/04rlf,/m/09x0r,/m/0b9m1",6,"Gospel music|Chant|Female speech, woman speaking|Music|Speech|Harmonic"
8501,Mp0486rsaAM,230.0,240.0,"/m/014yck,/m/07yv9,/m/0k5j,/t/dd00128",4,"Aircraft engine|Vehicle|Aircraft|Outside, urban or manmade"
8502,MpS2SSIhe2g,30.0,40.0,"/m/04rlf,/t/dd00033",2,Music|Sad music
8503,MpUww7KEPa4,250.0,260.0,/m/03p19w,1,Jackhammer
8504,MpWGx5odhh8,160.0,170.0,"/m/018j2,/m/04rlf,/m/04szw,/m/0l14_3",4,Banjo|Music|Musical instrument|Bowed string instrument
8505,Mp_87MQx6Ms,40.0,50.0,"/m/03vt0,/m/09f96,/m/0h2mp",3,"Insect|Mosquito|Fly, housefly"
8506,MplEgknxafE,0.0,10.0,"/m/04rlf,/m/06by7,/m/07p6fty,/m/09x0r",4,Music|Rock music|Shout|Speech
8507,Mqhi83-ntG4,340.0,350.0,"/m/07cx4,/m/09x0r",2,Telephone|Speech
8508,Mr2kGT6i7e4,20.0,30.0,"/m/01z5f,/m/04rlf,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk",7,"Canidae, dogs, wolves|Music|Domestic animals, pets|Howl|Speech|Dog|Animal"
8509,MrHp70quN94,30.0,40.0,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092",4,"Boat, Water vehicle|Motorboat, speedboat|Wind|Wind noise (microphone)"
8510,MrvrKE238jA,30.0,40.0,/t/dd00067,1,Heavy engine (low frequency)
8511,Ms-M0gM_Sy8,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0ltv",4,"Vehicle|Speech|Air brake|Race car, auto racing"
8512,Ms1cQw9_IpI,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00126",4,"Music|Speech|Boing|Inside, large room or hall"
8513,MsD5mDhuDIg,140.0,150.0,/m/01g90h,1,Stomach rumble
8514,MsEoUVWS59M,30.0,40.0,"/m/04rlf,/m/0b9m1",2,Music|Harmonic
8515,MsSGlmAJU7A,16.0,26.0,"/m/0395lw,/m/04rlf",2,Bell|Music
8516,MsjeOXuUYG4,170.0,180.0,"/m/04rlf,/m/07szfh9,/m/0m0jc",3,Music|Cacophony|Electronica
8517,Msl9dI5yweA,0.0,10.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
8518,MsveEs2HiiY,0.0,10.0,"/m/04rlf,/m/07qyrcz,/m/09x0r",3,Music|Plop|Speech
8519,Mt8jQmWWmEE,30.0,40.0,"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1,/t/dd00038",5,Rain|Raindrop|Thunderstorm|Thunder|Rain on surface
8520,MtD-tm_ovV4,20.0,30.0,/m/0642b4,1,Cupboard open or close
8521,MtDehOO1Vy0,30.0,40.0,/m/07qh7jl,1,Creak
8522,MtIUc-D6YCU,190.0,200.0,"/m/07p9k1k,/m/07ptfmf",2,Sizzle|Stir
8523,MtfuRb7r6LY,7.0,17.0,/m/07qn4z3,1,Rattle
8524,MtfzGll1kIM,50.0,60.0,/m/07ptfmf,1,Stir
8525,Mtkhv22SoZ8,30.0,40.0,"/m/03k3r,/m/07q5rw0,/m/0jbk",3,"Horse|Neigh, whinny|Animal"
8526,Mty36gaT0z4,190.0,200.0,/m/027m70_,1,Jingle bell
8527,MuMDetHdBTc,30.0,40.0,"/m/06bz3,/m/07qwdck,/m/09x0r",3,Radio|Ping|Speech
8528,MuSozMIsi7g,30.0,40.0,/m/07pxg6y,1,Eruption
8529,MuVyBt9y0oY,30.0,40.0,/m/01lsmm,1,Scissors
8530,MvNVrPNvXuk,10.0,20.0,"/m/01d380,/m/07k1x,/m/0_ksk",3,Drill|Tools|Power tool
8531,MvnC1TfNiPY,90.0,100.0,"/m/026z9,/m/04rlf",2,Disco|Music
8532,MvuRDIQ9Kf0,0.0,10.0,"/m/03q5t,/m/05148p4",2,Harpsichord|Keyboard (musical)
8533,MwE7REVj8JQ,110.0,120.0,"/m/04rlf,/m/0xzly",2,Music|Maraca
8534,MwK9HYjeeN0,30.0,40.0,"/m/015lz1,/m/015y_n,/m/04rlf,/m/05rwpb,/m/074ft",5,Singing|Swing music|Music|Independent music|Song
8535,Mwy5Y0S5jfM,240.0,250.0,"/m/04rlf,/m/07xzm",2,Music|Ukulele
8536,MxxJWqd5948,30.0,40.0,"/m/01kcd,/m/01wy6,/m/07c6l,/m/085jw,/m/0mkg",5,"Brass instrument|Clarinet|Trombone|Wind instrument, woodwind instrument|Accordion"
8537,My0Bq_o9tSA,30.0,40.0,/m/027m70_,1,Jingle bell
8538,My0YmR6tYAk,60.0,70.0,/m/0d31p,1,Vacuum cleaner
8539,MyUItl-2v0U,50.0,60.0,/m/0j2kx,1,Waterfall
8540,Myb4BcTN2UE,8.0,18.0,"/m/09x0r,/m/0fx9l",2,Speech|Microwave oven
8541,MyjxrBI9k4o,80.0,90.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5",7,Electric guitar|Guitar|Music|Musical instrument|Chorus effect|Plucked string instrument|Distortion
8542,MzK0doyIM70,500.0,510.0,"/m/0912c9,/m/09x0r,/m/0k4j",3,"Vehicle horn, car horn, honking|Speech|Car"
8543,MzUgHy7SyS8,30.0,40.0,"/m/015y_n,/m/02x8m,/m/04rlf,/m/06rqw,/m/074ft,/m/0gywn",6,Swing music|Funk|Music|Ska|Song|Soul music
8544,N-6HKjQwPTo,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",3,Ambulance (siren)|Emergency vehicle|Siren
8545,N-QdHJ9PweU,290.0,300.0,"/m/07pyy8b,/m/09x0r",2,Pant|Speech
8546,N-_m-dYt6NA,30.0,40.0,/m/07pczhz,1,Chop
8547,N-dzfI3L5ic,30.0,40.0,"/m/04rlf,/m/0ggq0m",2,Music|Classical music
8548,N-fa5t6WnDM,30.0,40.0,/m/07qv4k0,1,Scrape
8549,N-jBVte-yEI,7.0,17.0,/m/07pws3f,1,Bang
8550,N01Hh4ttr-I,24.0,34.0,/m/07r660_,1,Giggle
8551,N02I1dSTiSc,10.0,20.0,"/m/04rlf,/m/05fw6t,/m/07qs1cx",3,Music|Music for children|Crack
8552,N0d1cK2k1Eg,0.0,10.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v",3,"Cattle, bovinae|Moo|Livestock, farm animals, working animals"
8553,N0jVgldCwAk,0.0,7.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_80w,/m/09d5_",5,"Bird|Bird vocalization, bird call, bird song|Chirp, tweet|Hoot|Owl"
8554,N0q5vPAsHLI,30.0,40.0,"/m/04rlf,/m/07pkxdp",2,Music|Lullaby
8555,N1HNnDdHygo,490.0,500.0,"/m/02p01q,/m/07pdjhy",2,Filing (rasp)|Rub
8556,N1KFGDFqWxM,30.0,40.0,/m/05pd6,1,Orchestra
8557,N1Mxns_JJTk,30.0,40.0,"/m/04rlf,/m/07q7njn",2,"Music|Chink, clink"
8558,N1c73HkaxvY,0.0,10.0,/m/0239kh,1,Cowbell
8559,N2UihHkst7c,40.0,50.0,/m/07pn_8q,1,Chopping (food)
8560,N2jZmXePKV0,8.0,18.0,/m/07pp8cl,1,Telephone bell ringing
8561,N3ki26oRRnw,30.0,40.0,"/m/025wky1,/m/09x0r,/m/0fx9l",3,Air conditioning|Speech|Microwave oven
8562,N3osL4QmOL8,49.0,59.0,"/m/05x_td,/m/09x0r",2,"Air horn, truck horn|Speech"
8563,N3v7YcrdxuE,30.0,40.0,/m/07qmpdm,1,Clatter
8564,N4-bgHS6AdI,30.0,40.0,"/m/04k94,/m/07p7b8y,/m/09x0r",3,Liquid|Fill (with liquid)|Speech
8565,N450E0WJbMw,20.0,30.0,"/t/dd00065,/t/dd00130",2,Light engine (high frequency)|Engine starting
8566,N48cl8pH1bQ,490.0,500.0,/m/07swgks,1,Gurgling
8567,N4HhTI9HrKE,30.0,40.0,"/m/01kcd,/m/0319l",2,Brass instrument|French horn
8568,N4JX7STKo6s,0.0,4.0,/m/07pqn27,1,Bouncing
8569,N4PeCoQzfBo,70.0,80.0,"/m/04rlf,/m/07c52,/m/09x0r",3,Music|Television|Speech
8570,N4dZHvVCVk0,0.0,10.0,/m/0j2kx,1,Waterfall
8571,N4gbP2QU2fk,220.0,230.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf",3,Sizzle|Stir|Frying (food)
8572,N4tTZn8WlDM,30.0,40.0,"/m/04rlf,/m/0b_fwt",2,Music|Electronic tuner
8573,N5BAnG2zoUY,30.0,40.0,"/m/04rlf,/t/dd00018",2,Music|Oink
8574,N5MhzeOIJBs,150.0,160.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
8575,N68rDUSvx9Y,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",5,"Bird|Turkey|Bird vocalization, bird call, bird song|Fowl|Gobble"
8576,N6DiZNWTUg4,60.0,70.0,"/m/07pqc89,/m/0838f,/m/09x0r,/t/dd00125",4,"Trickle, dribble|Water|Speech|Inside, small room"
8577,N6U7jZ-qMfI,90.0,100.0,"/m/04rlf,/m/09x0r,/t/dd00127",3,"Music|Speech|Inside, public space"
8578,N6YT8_jlt0E,140.0,150.0,"/m/04rlf,/m/07rn7sz",2,Music|Shatter
8579,N6e5C5sXdBI,0.0,10.0,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk",4,"Domestic animals, pets|Howl|Dog|Animal"
8580,N6jWCVO38iA,20.0,30.0,"/m/07cx4,/m/09x0r",2,Telephone|Speech
8581,N6xtgYeEfco,30.0,40.0,"/m/07cx4,/m/09x0r",2,Telephone|Speech
8582,N7MQjLZYJKc,10.0,20.0,"/m/0838f,/t/dd00088",2,Water|Gush
8583,N7fAKhmlQ1k,0.0,10.0,/m/01z47d,1,Busy signal
8584,N8ImCT_PxL8,70.0,80.0,/m/0l14t7,1,Singing bowl
8585,N8TA_yJ5hqw,150.0,160.0,"/m/07bjf,/m/09x0r",2,Single-lens reflex camera|Speech
8586,N8iIq2UzZLk,30.0,40.0,"/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r,/m/0fx80y",7,Flamenco|Guitar|Acoustic guitar|Music|Strum|Speech|Plucked string instrument
8587,N9C2AYVnas4,130.0,140.0,"/m/01j3sz,/m/07bgp,/m/07s04w4,/m/09x0r",4,Laughter|Sheep|Snicker|Speech
8588,N9MFYZVv39A,490.0,500.0,"/m/07prgkl,/m/09x0r",2,Pour|Speech
8589,N9o9qiAQv_U,20.0,30.0,"/m/07bgp,/m/07q0h5t,/m/09x0r",3,Sheep|Bleat|Speech
8590,NAQzKtcJGxs,500.0,510.0,/m/016622,1,Tubular bells
8591,NAVsBfOjc4c,590.0,600.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
8592,NAiOfUtiXeM,30.0,40.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr",4,"Railroad car, train wagon|Train horn|Rail transport|Train"
8593,NAioc9avwMM,270.0,280.0,"/m/023vsd,/m/07pdjhy",2,Sanding|Rub
8594,NArsqzuS8Fs,30.0,40.0,"/m/07r5v4s,/m/09x0r",2,Drip|Speech
8595,NAypGTZJhyE,460.0,470.0,/t/dd00065,1,Light engine (high frequency)
8596,NB1NYtUYoj8,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0b_fwt",3,Music|Speech|Electronic tuner
8597,NB5hgvu-pdA,320.0,330.0,/m/02p01q,1,Filing (rasp)
8598,NBBhUhYhuBE,50.0,60.0,"/m/07p7b8y,/m/07r5v4s",2,Fill (with liquid)|Drip
8599,NBWFWIkb02c,15.0,25.0,"/m/01y3hg,/m/04rlf,/m/07pp_mv,/m/09x0r",4,"Smoke detector, smoke alarm|Music|Alarm|Speech"
8600,NBrfix8OJis,30.0,40.0,/m/07pn_8q,1,Chopping (food)
8601,NCSXKxmlusY,0.0,9.0,"/m/04s8yn,/m/07r5c2p",2,Crow|Caw
8602,ND2Lnmy7y2c,30.0,40.0,"/m/03dnzn,/m/0838f",2,Bathtub (filling or washing)|Water
8603,ND5nBdo7Lwo,90.0,100.0,"/m/032s66,/m/073cg4",2,"Gunshot, gunfire|Cap gun"
8604,NDLPoJsqqoA,60.0,70.0,"/m/02_41,/m/03m9d0z,/t/dd00092",3,Fire|Wind|Wind noise (microphone)
8605,NDcrhG-CeDM,0.0,10.0,"/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,/t/dd00121",6,Guitar|Music|Mandolin|Musical instrument|Plucked string instrument|Boing
8606,NDovY5OEt2o,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9,/m/04qvtq",4,"Fire engine, fire truck (siren)|Emergency vehicle|Siren|Police car (siren)"
8607,NDtjWqCrP4Y,340.0,350.0,/m/02pjr4,1,Blender
8608,NDyi6BH9r38,320.0,330.0,"/m/02yds9,/m/09x0r",2,Purr|Speech
8609,NEEr5ZgkrbE,22.0,32.0,/m/07pdhp0,1,Biting
8610,NEGXDnMhd5A,40.0,50.0,"/m/07rrlb6,/m/09x0r",2,"Splash, splatter|Speech"
8611,NE_DQerjrVU,20.0,30.0,"/m/013y1f,/m/03gvt",2,Organ|Hammond organ
8612,NEi-LsJkgE4,30.0,40.0,"/m/015lz1,/m/016cjb,/m/04rlf,/m/0l14jd,/m/0y4f8",5,Singing|Gospel music|Music|Choir|Vocal music
8613,NEpuE2pfQEI,80.0,90.0,"/m/07q7njn,/t/dd00125",2,"Chink, clink|Inside, small room"
8614,NF1lwZ24RYI,30.0,40.0,"/m/01z5f,/m/05tny_,/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0ghcn6,/m/0jbk",8,"Canidae, dogs, wolves|Bark|Domestic animals, pets|Howl|Bow-wow|Dog|Growling|Animal"
8615,NF2SR1eHgU8,30.0,40.0,/m/07pdhp0,1,Biting
8616,NFC2-RC7_QQ,30.0,40.0,"/m/07pzfmf,/m/09x0r,/t/dd00112",3,"Crackle|Speech|Crumpling, crinkling"
8617,NFcG3_7wNfE,10.0,20.0,"/m/03qtwd,/m/053hz1,/t/dd00135",3,Crowd|Cheering|Children shouting
8618,NFjonUQRHfE,20.0,30.0,"/m/07rrlb6,/m/09x0r",2,"Splash, splatter|Speech"
8619,NFlCYoEtbgk,30.0,40.0,"/m/04rlf,/m/07pjwq1,/m/09x0r",3,Music|Buzz|Speech
8620,NG8f5YeDZXM,0.0,10.0,/m/0hdsk,1,Chirp tone
8621,NGGtRqo03SY,110.0,120.0,"/m/01kcd,/m/01wy6,/m/07gql",3,Brass instrument|Clarinet|Trumpet
8622,NGOvH1T-dsA,80.0,90.0,"/m/04rlf,/m/07pxg6y,/m/09x0r,/t/dd00129",4,"Music|Eruption|Speech|Outside, rural or natural"
8623,NGyyhJZNqdk,50.0,60.0,/m/07n_g,1,Tuning fork
8624,NHA1l_Czm38,180.0,190.0,"/m/02w4v,/m/04rlf,/m/06j64v,/m/0gg8l,/m/0l14_3",5,Folk music|Music|Middle Eastern music|Bluegrass|Bowed string instrument
8625,NHMSZ6en7m4,150.0,160.0,/m/03w41f,1,Church bell
8626,NHZUhkJwh7A,30.0,40.0,/m/027m70_,1,Jingle bell
8627,NH_WrDj9kAI,90.0,100.0,/m/03v3yw,1,Keys jangling
8628,NHjvS9oTJFY,130.0,140.0,/m/0150b9,1,Change ringing (campanology)
8629,NI3TnKrbB2s,30.0,40.0,/m/027m70_,1,Jingle bell
8630,NIPM95Lm6fE,30.0,40.0,"/m/025td0t,/m/02cjck,/m/04rlf,/m/07pyf11,/m/09x0r",5,Background music|Theme music|Music|Flap|Speech
8631,NIRF2ugmr9o,30.0,40.0,"/m/09t49,/m/0btp2,/m/0cmf2",3,"Rustling leaves|Traffic noise, roadway noise|Fixed-wing aircraft, airplane"
8632,NIUp8oK7s9I,30.0,40.0,"/m/09x0r,/m/0chx_",2,Speech|White noise
8633,NIcsJ8sEd0M,30.0,40.0,"/m/028sqc,/m/02w4v,/m/04rlf",3,Music of Asia|Folk music|Music
8634,NIuu97_y33A,30.0,40.0,"/m/01xqw,/m/02fsn,/m/0d8_n,/m/0l14_3",4,Cello|Double bass|Pizzicato|Bowed string instrument
8635,NJGo2fmUAII,250.0,260.0,"/m/04rlf,/t/dd00036",2,Music|Angry music
8636,NJIgQjKDVUg,50.0,60.0,"/m/02g901,/m/09x0r,/t/dd00125",3,"Electric shaver, electric razor|Speech|Inside, small room"
8637,NJObNgIHwUw,0.0,10.0,"/m/03wwcy,/m/09x0r",2,Doorbell|Speech
8638,NJUl3gPX07o,30.0,40.0,/m/01j4z9,1,Chainsaw
8639,NJWBq2eQzg0,30.0,40.0,"/m/07qdb04,/m/09x0r",2,Quack|Speech
